Usual Hours Worked,Education (yrs),Yearly Earnings,Race,Sex,Usual Weekly Earnings,State,Month in Sample
35,12,15000,White,Female,390,Ohio,8
42,16,10400,White,Female,320,Ohio,8
40,12,30000,White,Male,577,Ohio,8
36,13,40000,White,Female,756,Ohio,8
50,13,50000,White,Male,1000,Ohio,8
50,16,68000,White,Male,.,Ohio,6
55,12,10500,White,Female,333,Ohio,8
40,13,45000,White,Male,.,Ohio,3
40,13,42000,White,Female,.,Ohio,3
45,13,60000,White,Female,1173,Ohio,4
40,12,36000,White,Male,.,Ohio,5
40,13,0,White,Male,.,Ohio,5
40,12,12000,Black,Female,.,Ohio,3
40,16,96406,White,Male,.,Ohio,2
50,12,25000,White,Male,.,Ohio,7
43,16,145000,White,Male,.,Ohio,6
40,12,18800,Black,Male,.,Ohio,5
0,12,14000,Black,Female,.,Ohio,5
50,16,135000,White,Male,.,Ohio,2
0,18,65000,White,Female,.,Ohio,2
50,16,10000,White,Female,.,Ohio,2
40,12,22000,White,Male,.,Ohio,5
40,16,25000,White,Female,1180,Ohio,4
70,18,306731,White,Male,.,Ohio,3
50,16,55000,White,Female,.,Ohio,3
60,16,5000,White,Female,.,Ohio,3
0,16,28000,White,Female,737,Ohio,4
55,16,52000,White,Male,1000,Ohio,4
45,16,63000,White,Male,1212,Ohio,4
40,16,30000,White,Male,.,Ohio,1
0,18,120000,White,Male,.,Ohio,2
60,16,100000,White,Female,.,Ohio,2
40,13,45000,White,Male,865,Ohio,8
55,12,43000,White,Male,859,Ohio,8
45,12,60000,White,Male,.,Ohio,5
40,13,11000,Black,Female,.,Ohio,6
70,18,100000,White,Male,.,Ohio,3
0,18,45000,White,Female,1000,Ohio,4
40,10,6500,White,Female,.,Ohio,7
50,12,29000,White,Male,.,Ohio,5
40,12,20000,White,Male,.,Ohio,3
40,13,40000,White,Male,.,Ohio,2
55,16,99000,White,Male,.,Ohio,2
40,11.5,47375,White,Female,.,Ohio,3
40,11.5,35576,White,Male,.,Ohio,3
35,10,750,White,Female,200,Ohio,4
60,13,0,Black,Female,.,Ohio,4
60,13,51000,Black,Male,981,Ohio,4
99,12,30000,White,Male,577,Ohio,4
90,16,30000,White,Female,577,Ohio,4
45,16,30000,Black,Female,577,Ohio,4
35,13,0,White,Female,.,Ohio,1
60,13,150000,White,Male,.,Ohio,1
37,16,49915,White,Female,.,Ohio,2
40,16,34000,White,Male,.,Ohio,2
40,16,34500,White,Male,.,Ohio,7
40,12,16800,White,Male,318,Ohio,4
40,12,24000,White,Male,.,Ohio,6
40,13,25992,White,Male,.,Ohio,2
40,12,16200,White,Male,480,Ohio,8
60,16,314731,White,Male,650,Ohio,8
38,12,26000,Black,Female,.,Ohio,7
56,13,41800,White,Female,.,Ohio,7
40,13,40000,White,Male,.,Ohio,6
35,14,27000,White,Female,.,Ohio,6
40,12,25000,White,Male,.,Ohio,7
40,12,20000,White,Female,.,Ohio,7
40,14,37700,White,Male,.,Ohio,7
40,16,52000,White,Male,.,Ohio,7
45,16,45000,White,Female,865,Ohio,8
50,16,75000,White,Male,1525,Ohio,8
45,16,36000,White,Female,692,Ohio,8
40,13,43808,White,Female,.,Ohio,5
40,12,11000,White,Female,.,Ohio,6
37,16,5000,White,Female,.,Ohio,2
40,12,43000,Black,Female,.,Ohio,3
0,12,0,White,Male,.,Ohio,2
40,18,70000,White,Female,.,Ohio,2
40,13,20000,White,Male,.,Ohio,2
40,12,17680,White,Female,340,Ohio,8
40,12,17680,White,Female,340,Ohio,8
60,14,100000,White,Male,.,Ohio,7
40,10,35000,White,Male,.,Ohio,7
40,14,42000,White,Female,.,Ohio,7
40,12,30000,White,Female,.,Ohio,7
45,16,24000,White,Male,500,Ohio,8
40,12,348516,White,Male,530,Ohio,8
60,16,90000,White,Male,.,Ohio,6
35,12,13000,White,Female,.,Ohio,6
40,12,23816,White,Female,.,Ohio,6
40,12,23920,White,Male,320,Ohio,4
40,12,19000,White,Female,344,Ohio,4
50,11,35000,White,Male,.,Ohio,6
55,12,36400,White,Male,.,Ohio,3
38,12,20000,White,Female,.,Ohio,3
65,12,90000,White,Male,1731,Ohio,4
65,16,60000,White,Female,1154,Ohio,4
40,14,21793,White,Female,.,Ohio,1
50,12,47000,White,Male,.,Ohio,1
40,16,11000,White,Male,.,Ohio,2
50,13,28000,White,Male,.,Ohio,2
40,12,25000,White,Male,.,Ohio,6
40,18,55000,White,Male,1058,Ohio,8
50,16,125000,White,Male,.,Ohio,1
0,18,70000,White,Male,.,Ohio,2
40,16,60000,White,Male,.,Ohio,2
40,12,31000,White,Male,.,Ohio,7
40,16,28000,White,Female,.,Ohio,7
50,12,63000,White,Male,.,Ohio,7
50,12,10000,White,Female,.,Ohio,1
40,12,30000,White,Male,.,Ohio,1
47,12,33000,White,Male,.,Ohio,6
40,13,17000,White,Female,.,Ohio,6
54,12,15000,White,Male,.,Ohio,6
50,13,55000,Black,Male,.,Ohio,5
40,12,25000,Black,Female,.,Ohio,5
40,12,66000,White,Female,.,Ohio,5
40,12,18720,White,Male,.,Ohio,5
50,13,44000,White,Male,.,Ohio,2
55,12,22000,White,Male,.,Ohio,2
40,12,20000,White,Female,.,Ohio,1
40,9,18000,Black,Female,.,Ohio,1
40,18,65000,White,Male,.,Ohio,1
40,16,49500,White,Female,.,Ohio,1
40,18,72000,White,Male,.,Ohio,1
40,12,60000,White,Male,.,Ohio,3
40,13,45000,White,Male,.,Ohio,3
40,13,17506,White,Female,.,Ohio,5
40,18,13000,White,Male,.,Ohio,7
0,12,25000,White,Female,.,Ohio,7
40,13,80000,White,Male,610,Ohio,8
40,12,3000,White,Female,711,Ohio,8
50,12,75000,White,Female,.,Ohio,6
0,18,0,White,Male,.,Ohio,5
55,18,306731,White,Male,.,Ohio,5
70,18,327731,White,Male,.,Ohio,5
35,16,0,White,Female,.,Ohio,5
40,16,8000,White,Male,.,Ohio,5
40,11,70000,White,Male,.,Ohio,7
38,11,14000,White,Male,.,Ohio,7
40,12,20000,White,Female,.,Ohio,7
40,12,31009,White,Female,.,Ohio,6
55,12,6000,White,Male,.,Ohio,1
40,12,42000,Black,Female,.,Ohio,1
0,12,0,White,Male,.,Ohio,1
40,13,21000,Black,Male,.,Ohio,1
45,14,32000,Black,Female,.,Ohio,1
0,13,19900,White,Female,.,Ohio,1
45,12,22000,White,Female,.,Ohio,3
60,12,38000,White,Male,.,Ohio,3
50,12,31450,White,Male,.,Ohio,1
40,13,30000,White,Female,577,Ohio,4
40,12,12000,White,Female,340,Ohio,4
40,18,40000,White,Female,440,Ohio,4
60,16,30000,White,Male,.,Ohio,4
40,12,0,White,Male,.,Ohio,8
0,12,25000,White,Male,961,Ohio,4
0,12,25000,White,Female,317,Ohio,4
0,12,7589,White,Male,240,Ohio,4
45,13,40000,White,Male,692,Ohio,4
42,13,44000,White,Female,808,Ohio,4
40,13,15000,White,Male,320,Ohio,4
44,12,45000,White,Male,.,Ohio,1
40,12,70000,White,Male,.,Ohio,3
40,16,38000,White,Female,.,Ohio,3
50,12,48000,White,Male,.,Ohio,6
40,12,25000,Black,Female,.,Ohio,6
50,18,0,White,Male,.,Ohio,8
40,16,30000,White,Female,577,Ohio,8
40,13,31000,White,Male,.,Ohio,5
60,12,18000,White,Female,.,Ohio,1
40,13,11700,White,Male,.,Ohio,2
40,12,8000,White,Male,.,Ohio,2
0,13,99925,White,Male,.,Ohio,4
38,13,35999,White,Female,673,Ohio,4
40,18,60000,White,Male,.,Ohio,3
40,16,20000,White,Female,.,Ohio,3
45,13,28000,Black,Male,.,Ohio,6
40,12,45000,White,Male,.,Ohio,7
54,12,3337,White,Female,325,Ohio,8
40,12,20000,White,Female,210,Ohio,8
45,12,30000,White,Female,.,Ohio,1
40,13,50000,AsianPI,Female,.,Ohio,6
60,9,29000,White,Male,.,Ohio,6
40,16,65000,White,Male,.,Ohio,5
60,13,36000,White,Male,.,Ohio,5
40,16,96000,White,Male,.,Ohio,5
40,16,115000,White,Male,.,Ohio,5
40,13,15000,White,Male,.,Ohio,5
40,12,25000,White,Female,.,Ohio,1
50,12,16000,Black,Female,.,Ohio,5
40,12,26000,Black,Female,.,Ohio,5
0,16,55000,White,Female,.,Ohio,1
40,16,27000,White,Female,481,Ohio,8
40,13,22000,White,Male,307,Ohio,8
50,12,40300,White,Female,769,Ohio,8
50,12,43000,White,Female,750,Ohio,8
40,16,59089,White,Male,.,Ohio,3
35,18,42000,White,Female,.,Ohio,3
40,13,2000,White,Male,.,Ohio,3
40,16,30000,White,Female,.,Ohio,3
50,16,90000,White,Male,.,Ohio,2
40,16,60000,White,Female,.,Ohio,2
40,16,49000,White,Male,.,Ohio,7
40,12,30000,White,Male,.,Ohio,7
40,16,11000,White,Female,.,Ohio,7
50,16,0,White,Male,.,Ohio,2
40,16,28000,White,Female,.,Ohio,7
40,12,16000,White,Female,.,Ohio,3
40,12,18000,White,Female,480,Ohio,4
50,14,65000,White,Male,1000,Ohio,8
40,13,24000,White,Female,256,Ohio,8
40,12,30000,White,Male,480,Ohio,8
51,13,52000,IndEsk,Male,.,Ohio,7
40,16,21000,White,Female,.,Ohio,7
38,14,35000,White,Male,.,Ohio,1
46,14,15000,White,Female,.,Ohio,1
50,13,38000,White,Male,800,Ohio,8
40,14,58000,White,Female,.,Ohio,3
40,12,21000,White,Male,.,Ohio,3
40,18,56535,White,Male,.,Ohio,2
0,18,50000,AsianPI,Male,.,Ohio,3
40,12,25000,White,Male,.,Ohio,6
50,16,15000,White,Male,.,Ohio,6
50,16,37000,White,Female,.,Ohio,3
45,13,52200,White,Male,.,Ohio,3
40,16,134925,White,Male,923,Ohio,4
40,13,40000,Black,Male,.,Ohio,6
40,13,60000,White,Male,900,Ohio,8
50,18,39000,White,Male,.,Ohio,6
40,18,52000,White,Female,.,Ohio,2
40,16,85000,White,Male,.,Ohio,2
0,16,6000,White,Female,.,Ohio,5
65,16,53000,White,Male,.,Ohio,5
40,18,99000,White,Male,.,Ohio,2
55,13,0,White,Male,.,Ohio,3
40,13,35000,White,Male,.,Ohio,2
40,12,24000,White,Female,.,Ohio,2
40,12,14000,White,Male,.,Ohio,5
40,12,37000,Black,Male,.,Ohio,3
40,12,50000,White,Male,.,Ohio,3
40,13,80000,AsianPI,Male,610,Ohio,4
40,16,28000,AsianPI,Male,960,Ohio,4
40,12,3000,AsianPI,Female,400,Ohio,4
40,12,13624,AsianPI,Male,321,Ohio,4
40,13,15125,AsianPI,Male,400,Ohio,4
40,12,38740,White,Male,.,Ohio,1
0,12,8500,White,Female,.,Ohio,1
40,12,50000,White,Male,.,Ohio,1
40,12,30000,White,Female,.,Ohio,3
0,16,53613,Black,Female,1019,Ohio,4
0,12,43000,Black,Female,.,Ohio,3
0,12,45000,Black,Male,.,Ohio,3
0,13,60000,Black,Male,.,Ohio,6
40,12,25000,White,Male,.,Ohio,7
40,10,0,Black,Female,250,Ohio,8
40,12,42500,White,Male,.,Ohio,6
45,12,55000,White,Female,.,Ohio,6
40,13,31000,Black,Female,.,Ohio,1
40,12,30000,White,Female,.,Ohio,7
0,18,50000,White,Male,.,Ohio,7
40,12,45000,Black,Male,.,Ohio,2
45,13,70000,White,Male,.,Ohio,1
50,16,31200,White,Female,.,Ohio,1
0,12,20000,White,Male,.,Ohio,1
40,8,20000,White,Male,.,Ohio,3
40,13,39500,White,Female,.,Ohio,3
48,12,42000,White,Male,.,Ohio,2
0,12,5945,White,Female,.,Ohio,2
50,16,53230,White,Male,.,Ohio,2
0,18,56000,White,Female,.,Ohio,2
45,16,55000,White,Male,.,Ohio,2
50,16,80000,White,Male,.,Ohio,6
50,8,34324,White,Male,662,Ohio,4
40,12,69000,White,Male,.,Ohio,4
45,13,17000,White,Male,.,Ohio,5
40,12,35000,White,Female,.,Ohio,2
40,13,26000,White,Male,.,Ohio,2
40,18,27000,White,Female,.,Ohio,2
40,16,45000,White,Male,865,Ohio,4
40,13,38900,White,Male,780,Ohio,4
36,16,41500,White,Female,792,Ohio,4
40,16,68000,White,Male,1308,Ohio,4
40,18,70000,White,Female,1346,Ohio,4
60,18,100000,White,Female,.,Ohio,5
40,18,23000,White,Female,.,Ohio,5
40,11,13208,Black,Female,.,Ohio,6
40,12,21000,White,Male,.,Ohio,6
48,18,422204,White,Female,1223,Ohio,8
58,16,150000,White,Male,1425,Ohio,8
35,16,20000,White,Female,404,Ohio,4
48,12,15000,Black,Male,.,Ohio,5
70,12,28000,Black,Male,.,Ohio,5
40,14,43680,White,Female,840,Ohio,8
40,18,34373,White,Male,661,Ohio,8
48,12,15000,White,Male,624,Ohio,8
40,13,120000,White,Male,450,Ohio,8
45,12,26000,White,Male,.,Ohio,7
40,12,52000,White,Male,720,Ohio,8
40,12,25000,Black,Male,481,Ohio,8
40,16,50000,White,Male,962,Ohio,8
40,12,24836,White,Male,.,Ohio,2
45,12,33800,White,Male,.,Ohio,1
40,12,19000,White,Female,.,Ohio,1
38,13,16000,Black,Female,.,Ohio,1
35,13,40000,White,Male,.,Ohio,1
40,16,75000,White,Female,.,Ohio,1
60,12,15600,White,Male,.,Ohio,7
0,12,0,White,Male,.,Ohio,1
45,12,20000,White,Male,.,Ohio,1
58,12,20000,White,Male,.,Ohio,1
45,18,70000,White,Male,.,Ohio,1
35,16,44000,White,Female,.,Ohio,1
40,16,75000,White,Male,.,Ohio,1
40,18,75000,White,Female,.,Ohio,1
40,18,80000,White,Male,.,Ohio,2
40,12,30000,Black,Male,570,Ohio,4
0,13,25000,Black,Female,.,Ohio,4
40,13,30000,White,Female,.,Ohio,5
40,13,30500,White,Male,.,Ohio,5
40,12,35000,White,Female,.,Ohio,8
45,12,28000,White,Male,.,Ohio,8
40,13,16000,White,Male,.,Ohio,6
40,16,42000,White,Female,.,Ohio,6
40,12,30240,White,Male,.,Ohio,5
38,13,36400,White,Female,.,Ohio,5
45,12,69079,White,Male,.,Ohio,5
40,12,29000,White,Female,.,Ohio,5
40,18,34400,AsianPI,Female,.,Ohio,1
40,18,60000,IndEsk,Male,.,Ohio,1
40,13,42000,White,Female,.,Ohio,6
50,16,105000,White,Male,1500,Ohio,4
50,14,45000,White,Male,.,Ohio,5
40,10,6000,White,Male,350,Ohio,8
40,12,62000,White,Male,380,Ohio,8
40,16,35000,White,Female,769,Ohio,8
40,12,18800,Black,Male,.,Ohio,7
55,13,107665,White,Male,.,Ohio,6
55,16,62000,White,Male,.,Ohio,6
40,12,25000,White,Female,.,Ohio,6
50,14,49000,White,Male,.,Ohio,6
40,12,17000,White,Female,.,Ohio,6
40,18,70000,White,Female,.,Ohio,6
60,18,76000,White,Male,.,Ohio,6
40,12,25000,White,Male,.,Ohio,5
55,18,120000,White,Male,2317,Ohio,4
40,16,41392,White,Male,798,Ohio,4
45,16,50000,White,Male,923,Ohio,8
40,12,53000,White,Male,.,Ohio,3
50,16,58000,White,Female,.,Ohio,4
52,14,56000,White,Male,.,Ohio,3
0,12,45000,White,Male,.,Ohio,7
40,10,16640,White,Female,320,Ohio,8
40,12,21000,White,Female,200,Ohio,4
50,16,78000,White,Female,1500,Ohio,4
50,16,85000,White,Male,1635,Ohio,4
40,18,75000,White,Male,.,Ohio,3
40,16,140000,White,Male,.,Ohio,3
40,16,98000,White,Female,.,Ohio,3
40,18,40000,White,Female,1115,Ohio,4
40,12,25000,Black,Female,.,Ohio,3
40,18,100000,White,Male,.,Ohio,3
40,18,35000,White,Female,.,Ohio,3
40,18,59925,White,Male,.,Ohio,3
40,16,92000,White,Female,1846,Ohio,8
40,12,32130,White,Female,.,Ohio,3
40,13,38000,White,Female,.,Ohio,3
52,12,41000,White,Male,.,Ohio,3
50,13,30000,White,Male,.,Ohio,2
60,18,100000,White,Male,.,Ohio,2
40,18,45000,White,Female,.,Ohio,2
60,18,131925,White,Male,.,Ohio,2
40,16,20050,White,Female,923,Ohio,8
45,12,32000,White,Female,.,Ohio,6
40,13,29000,White,Male,.,Ohio,7
40,12,91000,White,Male,.,Ohio,7
40,13,50000,White,Male,.,Ohio,7
40,13,30000,White,Female,.,Ohio,7
45,16,81000,White,Male,.,Ohio,7
55,16,35000,White,Female,.,Ohio,7
40,13,40000,White,Male,.,Ohio,6
40,12,30000,White,Male,.,Ohio,7
45,12,25000,White,Male,.,Ohio,7
40,12,25500,White,Female,.,Ohio,7
44,13,42000,White,Male,.,Ohio,7
60,12,75000,White,Male,1500,Ohio,8
35,12,13000,White,Female,400,Ohio,8
40,12,108000,White,Male,.,Ohio,5
40,11,11920,White,Female,.,Ohio,6
40,11,38000,White,Male,.,Ohio,6
40,12,25000,White,Female,.,Ohio,5
40,12,10000,White,Female,.,Ohio,6
40,11,14000,White,Male,.,Ohio,6
45,12,29000,White,Male,.,Ohio,6
45,12,34000,White,Female,.,Ohio,6
40,13,38000,White,Male,442,Ohio,4
40,12,38000,White,Male,.,Ohio,6
40,13,21000,White,Female,.,Ohio,6
40,12,32000,White,Male,.,Ohio,2
40,11,40000,Black,Male,.,Ohio,2
40,12,22000,Black,Female,.,Ohio,2
40,16,17100,White,Female,.,Ohio,1
40,13,65000,White,Male,750,Ohio,4
40,12,38000,White,Female,.,Ohio,6
40,12,22000,White,Male,.,Ohio,5
40,12,2500,White,Male,.,Ohio,5
40,13,48000,Black,Female,.,Ohio,3
40,12,18000,White,Female,.,Ohio,1
48,13,27676,White,Male,653,Ohio,4
55,16,110000,White,Male,.,Ohio,3
50,18,80000,White,Female,.,Ohio,3
50,13,78000,White,Male,.,Ohio,3
40,12,38000,White,Female,.,Ohio,6
40,12,17000,White,Female,.,Ohio,7
40,13,41500,White,Male,.,Ohio,6
47,18,306731,White,Male,2885,Ohio,8
55,16,135000,White,Male,.,Ohio,6
50,16,120000,White,Male,.,Ohio,6
55,16,30000,White,Male,.,Ohio,7
40,13,51500,White,Male,.,Ohio,5
40,16,0,White,Female,.,Ohio,6
54,13,53300,White,Male,695,Ohio,8
40,14,42000,White,Male,808,Ohio,8
40,12,12000,White,Female,.,Ohio,5
40,11,0,White,Male,.,Ohio,6
60,18,90000,Black,Male,2019,Ohio,4
0,18,160000,Black,Male,.,Ohio,2
35,13,15400,Black,Female,.,Ohio,5
40,14,23000,White,Female,.,Ohio,5
40,12,12326,White,Female,.,Ohio,5
38,12,14780,White,Female,284,Ohio,4
40,13,60000,White,Male,.,Ohio,3
60,16,36400,White,Male,.,Ohio,3
45,13,29500,White,Male,.,Ohio,2
40,13,10000,White,Female,.,Ohio,2
55,16,44000,White,Male,.,Ohio,1
65,12,47025,White,Male,.,Ohio,5
45,12,34000,White,Male,.,Ohio,6
40,18,34400,Black,Female,791,Ohio,8
40,12,14000,White,Female,.,Ohio,5
40,13,36000,White,Female,.,Ohio,5
45,13,4000,White,Male,.,Ohio,5
48,12,52000,White,Male,.,Ohio,5
40,12,24000,White,Female,.,Ohio,5
40,16,90000,White,Female,2000,Ohio,4
50,16,85000,White,Male,1525,Ohio,4
40,16,27000,White,Male,.,Ohio,5
40,12,6000,White,Male,.,Ohio,5
40,12,32000,White,Female,.,Ohio,5
40,18,80000,AsianPI,Female,1538,Ohio,8
40,16,75000,White,Male,1731,Ohio,8
45,18,59500,White,Male,.,Ohio,2
60,12,40000,White,Male,.,Ohio,3
40,12,5000,White,Female,.,Ohio,3
40,16,40000,Black,Female,.,Ohio,2
40,16,35000,White,Male,.,Ohio,5
50,18,42000,White,Female,.,Ohio,7
50,13,30000,White,Male,.,Ohio,7
50,12,44000,White,Female,.,Ohio,1
40,18,54000,Black,Female,.,Ohio,1
40,12,0,Black,Male,.,Ohio,2
50,18,28800,White,Female,525,Ohio,8
40,16,53500,White,Female,.,Ohio,6
40,16,32000,White,Female,.,Ohio,6
50,16,61000,White,Female,.,Ohio,3
40,16,37000,White,Female,.,Ohio,3
40,13,39000,White,Male,.,Ohio,5
56,13,24000,White,Male,.,Ohio,6
40,12,30000,White,Female,.,Ohio,6
40,18,55000,White,Male,1200,Ohio,4
40,16,50000,AsianPI,Male,785,Ohio,8
40,16,72000,AsianPI,Male,785,Ohio,8
98,18,83200,White,Male,.,Ohio,5
98,18,134400,White,Female,.,Ohio,5
47,14,33000,White,Male,691,Ohio,4
40,12,48000,White,Male,.,Ohio,5
40,13,22000,White,Female,.,Ohio,5
40,12,59000,White,Male,1135,Ohio,4
40,12,18000,White,Female,.,Ohio,6
40,16,55000,White,Female,1250,Ohio,8
40,12,30500,White,Female,.,Ohio,7
50,18,60000,White,Male,.,Ohio,7
35,18,50000,White,Male,.,Ohio,3
35,16,5300,White,Female,.,Ohio,3
40,12,20000,White,Female,300,Ohio,8
40,12,40000,White,Male,620,Ohio,8
40,16,55000,White,Male,1115,Ohio,8
40,18,60000,White,Male,.,Ohio,5
45,18,52000,White,Male,1000,Ohio,4
50,16,45000,White,Female,.,Ohio,7
60,18,80000,White,Male,.,Ohio,7
40,12,22000,White,Female,.,Ohio,7
67,12,74000,White,Male,.,Ohio,6
50,16,61000,White,Female,.,Ohio,6
60,16,82000,White,Male,.,Ohio,6
48,16,47000,White,Male,.,Ohio,1
40,18,41000,White,Female,.,Ohio,1
36,12,8000,White,Female,.,Ohio,1
50,18,100000,White,Male,.,Ohio,2
40,18,35000,White,Female,.,Ohio,2
60,16,60000,White,Male,.,Ohio,2
40,12,29700,White,Male,532,Ohio,4
44,10,0,White,Female,.,Ohio,4
40,16,39000,White,Male,1538,Ohio,4
40,12,35000,White,Female,704,Ohio,4
40,12,27000,White,Male,865,Ohio,8
40,12,2900,White,Female,280,Ohio,8
40,12,49000,White,Female,942,Ohio,8
40,13,23000,White,Female,.,Ohio,6
60,14,0,White,Male,.,Ohio,6
50,13,43000,White,Male,.,Ohio,1
40,12,15000,White,Female,.,Ohio,1
48,16,70000,White,Male,.,Ohio,6
0,13,22000,White,Male,.,Ohio,5
38,12,21000,White,Female,.,Ohio,5
50,12,0,White,Male,.,Ohio,2
0,18,306731,White,Male,.,Ohio,2
40,12,25000,Black,Female,.,Ohio,2
40,12,32000,White,Male,.,Ohio,5
38,12,22000,White,Female,.,Ohio,5
40,18,52000,AsianPI,Female,615,Ohio,4
55,12,45000,White,Male,.,Ohio,5
40,16,0,White,Male,.,Ohio,6
40,18,59000,White,Female,.,Ohio,6
40,12,15500,Black,Female,.,Ohio,7
40,10,18720,White,Male,400,Ohio,8
40,12,11000,AsianPI,Male,280,Ohio,8
36,13,26000,White,Female,.,Ohio,7
40,11.5,11500,Black,Male,.,Ohio,3
40,13,34000,White,Male,.,Ohio,3
40,18,128000,White,Female,.,Ohio,1
0,13,20000,White,Female,.,Ohio,1
45,16,52000,White,Male,.,Ohio,1
36,12,8000,White,Male,1504,Ohio,4
40,12,6300,White,Female,.,Ohio,1
37,12,44000,White,Female,.,Ohio,1
40,13,25000,Black,Female,.,Ohio,7
40,12,25000,Black,Female,.,Ohio,7
40,16,20000,White,Male,.,Ohio,3
40,16,50000,White,Female,.,Ohio,3
40,18,60000,White,Male,.,Ohio,3
40,18,42000,White,Female,.,Ohio,3
40,13,52000,White,Male,.,Ohio,5
45,14,35000,White,Male,.,Ohio,7
50,12,35000,White,Female,.,Ohio,7
0,12,34900,White,Male,1153,Ohio,8
40,12,17500,White,Female,942,Ohio,8
40,12,5700,White,Male,.,Ohio,5
40,13,17738,White,Female,341,Ohio,4
47,12,22000,White,Female,423,Ohio,4
50,16,0,White,Male,865,Ohio,4
50,18,51200,White,Female,962,Ohio,4
40,11.5,10640,Black,Female,.,Ohio,2
50,18,306731,White,Male,2885,Ohio,8
48,12,20000,Black,Male,450,Ohio,8
50,13,49000,White,Male,.,Ohio,2
40,18,47000,White,Female,.,Ohio,2
60,12,53000,White,Male,.,Ohio,3
40,12,19000,White,Female,.,Ohio,3
40,12,20000,White,Female,.,Ohio,3
55,12,47000,IndEsk,Male,.,Ohio,5
40,18,306731,White,Male,.,Ohio,7
40,16,45000,AsianPI,Male,962,Ohio,8
45,16,35000,White,Male,.,Ohio,3
40,12,20000,White,Female,.,Ohio,3
60,18,0,White,Male,.,Ohio,6
60,16,22500,White,Male,865,Ohio,8
60,12,0,White,Female,.,Ohio,8
50,13,306731,White,Male,894,Ohio,4
38,16,36000,White,Female,628,Ohio,4
40,16,72000,White,Female,634,Ohio,4
40,16,46747,White,Male,788,Ohio,4
40,12,30000,White,Male,400,Ohio,4
40,12,24000,White,Female,680,Ohio,4
45,12,32500,White,Female,615,Ohio,4
40,12,45000,White,Male,900,Ohio,4
40,12,0,White,Male,.,Ohio,7
40,16,44651,White,Female,.,Ohio,7
40,12,22000,White,Female,.,Ohio,7
45,13,6000,White,Male,.,Ohio,8
39,16,20000,White,Female,380,Ohio,4
40,16,38000,White,Male,731,Ohio,4
42,13,23147,White,Female,445,Ohio,4
40,13,63114,White,Male,1214,Ohio,4
58,16,51000,White,Male,788,Ohio,8
40,18,31000,White,Female,635,Ohio,8
48,18,22000,White,Male,360,Ohio,8
36,11.5,0,White,Female,.,Ohio,2
40,13,28600,White,Male,.,Ohio,1
50,13,60838,White,Female,.,Ohio,2
50,14,31200,White,Male,600,Ohio,8
40,13,43000,White,Female,.,Ohio,1
50,12,10000,White,Male,.,Ohio,2
60,13,81000,White,Male,.,Ohio,1
60,16,100000,White,Male,.,Ohio,1
40,12,20000,White,Female,.,Ohio,1
40,12,18000,White,Female,.,Ohio,1
40,13,20000,White,Male,.,Ohio,1
40,13,62000,White,Male,738,Ohio,4
40,13,35000,White,Male,.,Ohio,7
40,18,55800,White,Female,1106,Ohio,4
50,12,49000,White,Male,.,Ohio,5
50,18,209925,White,Male,.,Ohio,6
40,18,110000,White,Female,.,Ohio,6
40,18,30000,White,Female,.,Ohio,1
60,16,35000,White,Male,.,Ohio,5
65,11,15000,White,Male,.,Ohio,5
40,12,11000,White,Female,.,Ohio,5
40,18,50000,White,Male,.,Ohio,7
40,12,14444,White,Female,.,Ohio,7
50,18,65000,White,Male,.,Ohio,7
38,13,25650,White,Female,600,Ohio,8
70,16,60000,White,Male,.,Ohio,8
50,18,0,White,Female,.,Ohio,8
40,12,22670,White,Male,.,Ohio,3
40,13,20000,White,Male,400,Ohio,4
45,12,15000,White,Female,.,Ohio,2
50,12,48800,White,Male,.,Ohio,2
40,16,46000,White,Male,.,Ohio,2
40,12,27000,White,Female,.,Ohio,2
60,12,32000,White,Male,.,Ohio,1
40,13,42500,White,Male,.,Ohio,7
44,16,10800,White,Female,.,Ohio,5
50,16,72000,White,Male,.,Ohio,7
40,12,35000,White,Female,.,Ohio,7
70,12,72000,White,Male,.,Ohio,7
35,16,49000,White,Female,942,Ohio,8
50,16,91000,White,Male,1596,Ohio,8
40,12,16000,White,Female,.,Ohio,1
40,12,40000,White,Male,.,Ohio,5
38,16,20000,White,Female,.,Ohio,3
0,16,55000,White,Male,1000,Ohio,8
40,13,35400,White,Female,530,Ohio,8
50,13,60000,White,Male,.,Ohio,5
40,12,12000,White,Male,.,Ohio,5
40,12,0,White,Male,.,Ohio,2
40,12,14000,White,Male,.,Ohio,2
40,12,10800,White,Female,.,Ohio,2
40,14,22000,White,Female,.,Ohio,6
50,13,19800,White,Male,.,Ohio,6
45,13,2445,White,Female,.,Ohio,6
0,10,18000,White,Female,.,Ohio,1
65,13,22000,White,Female,.,Ohio,7
40,12,35000,White,Male,680,Ohio,4
40,12,20000,Black,Female,385,Ohio,4
40,16,39000,White,Female,750,Ohio,4
40,18,54000,White,Male,1038,Ohio,4
40,16,48500,White,Male,.,Ohio,3
45,16,50450,White,Female,.,Ohio,3
40,16,24000,White,Female,.,Ohio,3
38,13,11000,White,Female,.,Ohio,3
35,12,32000,White,Male,.,Ohio,7
40,12,20900,White,Female,.,Ohio,7
45,16,80000,White,Male,1538,Ohio,8
40,18,34000,White,Male,654,Ohio,8
40,16,31000,White,Female,692,Ohio,8
40,12,17000,White,Male,.,Ohio,3
